brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
22611,for_sale,600000,4,3,0.28,529280,Mansfield,Texas,76063,2618,
43598,for_sale,495000,4,2,0.12,705767,Northlake,Texas,76226,2150,
45016,for_sale,330690,3,3,0.1,706255,Denton,Texas,76207,1723,
23664,for_sale,2499000,5,6,0.72,1202840,Fort Worth,Texas,76126,5551,
58476,for_sale,399500,,,0.69,1178547,Flower Mound,Texas,76226,,
48790,for_sale,1500000,,,2.89,1027287,Weatherford,Texas,76087,,
15974,for_sale,55000,2,1,0.43,264756,Nocona,Texas,76255,1008,2008-03-06
16173,for_sale,199000,3,2,0.33,1691369,Boyd,Texas,76023,2849,
74367,for_sale,180000,2,2,0.06,1145550,Fort Worth,Texas,76126,1392,
14200,for_sale,514900,4,3,0.36,1384734,Fort Worth,Texas,76114,3698,2021-03-30
33968,for_sale,348900,3,2,1,64992,Joshua,Texas,76058,1557,2006-01-04
23664,for_sale,520000,3,2,0.08,1473624,Granbury,Texas,76049,2588,
79483,for_sale,490000,6,4,0.18,1160145,Grandview,Texas,76050,2548,
50463,for_sale,469950,3,3,0.12,1602698,Argyle,Texas,76226,1843,2020-11-23
32507,for_sale,595000,3,1,7.26,784058,Mansfield,Texas,76063,1707,2007-01-31
26330,for_sale,119000,,,1.84,1232557,Granbury,Texas,76049,,
13676,for_sale,595000,3,2,2,212393,Cresson,Texas,76035,2894,2005-12-30
36949,for_sale,300000,4,2,0.16,26846,Fort Worth,Texas,76108,1922,2005-10-27
103237,for_sale,220000,3,1,0.14,1414957,Fort Worth,Texas,76112,1312,2021-02-24
60209,for_sale,499000,4,2,0.11,284993,Fort Worth,Texas,76104,1382,2019-06-21
52823,for_sale,285000,5,2,0.26,1800288,Benbrook,Texas,76126,2264,
52823,for_sale,280000,,,0.21,1796424,Benbrook,Texas,76126,2081,
53203,for_sale,489900,4,4,0.15,1305352,Fort Worth,Texas,76244,3073,2012-09-28
103399,for_sale,60000,,,0.1,535398,Fort Worth,Texas,76104,,
15901,for_sale,130000,2,2,0.05,1396961,Fort Worth,Texas,76112,1017,2007-01-31
5394,for_sale,524900,2,3,0.05,824627,Fort Worth,Texas,76107,1654,2016-05-18
33745,for_sale,599000,2,1,0.48,662195,Argyle,Texas,76226,800,
53016,for_sale,1825000,,,3.14,1681138,Colleyville,Texas,76034,929,
65286,for_sale,475000,6,4,0.46,828698,Granbury,Texas,76049,3472,
814,for_sale,250000,3,2,0.18,53153,Fort Worth,Texas,76111,1172,
51456,for_sale,200000,3,1,0.2,698524,Burleson,Texas,76028,1278,
33718,for_sale,270000,4,2,0.14,1505650,Fort Worth,Texas,76179,1658,2019-02-22
15807,for_sale,265000,4,2,0.13,1376187,Fort Worth,Texas,76140,1586,2010-09-28
71247,for_sale,216000,3,1,0.16,1375438,River Oaks,Texas,76114,822,2020-08-18
60209,for_sale,214900,1,1,,614637,Fort Worth,Texas,76102,738,2008-09-24
99515,for_sale,545000,4,4,0.19,176639,Fort Worth,Texas,76052,3829,2017-06-20
102816,for_sale,425000,3,3,0.06,1530516,North Richland Hills,Texas,76180,1922,
33968,for_sale,304870,4,2,1.63,1438277,Decatur,Texas,76234,2305,
58460,for_sale,478500,3,2,2,1059870,Weatherford,Texas,76087,2630,2016-07-18
25553,for_sale,624300,4,4,0.21,1778769,North Richland Hills,Texas,76182,3550,2007-10-16
108070,for_sale,849000,3,5,0.18,1400854,Fort Worth,Texas,76107,4389,
48790,for_sale,699000,3,3,8.92,1145356,Cleburne,Texas,76031,2334,
94126,ready_to_build,377990,3,,,415861,Ft. Worth,Texas,76052,1928,
71247,for_sale,373000,3,2,0.18,1342985,Krum,Texas,76249,1568,2014-01-30
45016,for_sale,380316,3,3,0.14,1703265,Godley,Texas,76044,2433,
45016,for_sale,347191,3,2,0.13,1700235,Godley,Texas,76044,1956,
71147,for_sale,370000,4,2,0.14,796772,Fort Worth,Texas,76107,1346,
71540,for_sale,650000,3,3,,604045,Aledo,Texas,76008,2894,
71247,for_sale,333000,3,2,0.13,1803642,Fort Worth,Texas,76244,1255,
71247,for_sale,387000,3,2,0.18,407924,Crowley,Texas,76036,1952,
71540,for_sale,650000,4,3,,867672,Aledo,Texas,76008,2896,
53016,for_sale,929500,4,4,0.33,61015,Roanoke,Texas,76262,3713,2019-10-08
49897,for_sale,1144550,5,5,0.29,940445,Southlake,Texas,76092,4162,2016-03-29
20597,for_sale,615000,4,3,0.17,93141,Aledo,Texas,76008,3065,2017-03-31
97921,for_sale,539000,4,3,0.16,225382,Fort Worth,Texas,76052,2655,
33968,for_sale,250000,3,2,0.22,678476,Fort Worth,Texas,76119,1420,
104648,for_sale,299000,4,2,0.16,1200555,Fort Worth,Texas,76123,2105,2017-08-25
15807,for_sale,269000,3,2,0.11,1422267,Fort Worth,Texas,76179,1282,2004-11-19
57494,for_sale,463048,4,4,,799915,Fort Worth,Texas,76123,2752,
71247,for_sale,300000,3,2,0.08,1124210,Granbury,Texas,76049,1600,2013-08-14
81330,for_sale,68865,,,2,1096836,Muenster,Texas,76252,,
81936,for_sale,260000,3,2,0.16,701349,Fort Worth,Texas,76164,1120,
31144,for_sale,334999,3,2,0.25,1257921,Hurst,Texas,76054,1734,1996-03-07
109950,for_sale,305000,2,3,0.06,767189,Denton,Texas,76207,1507,2020-10-01
53016,for_sale,625000,4,4,1,1575868,Springtown,Texas,76082,2840,
52823,for_sale,285000,4,2,0.17,936428,Godley,Texas,76044,1550,
814,for_sale,485000,4,2,0.11,341236,Fort Worth,Texas,76104,2071,
31710,for_sale,349000,3,2,0.25,1175982,Benbrook,Texas,76116,1872,2017-03-10
23700,for_sale,859900,5,5,0.27,1765018,Keller,Texas,76248,4375,2013-04-19
71247,for_sale,369000,3,2,0.15,1435869,Fort Worth,Texas,76179,1586,2010-04-05
53016,for_sale,1050000,4,5,0.47,1250539,Colleyville,Texas,76034,4124,2020-10-14
32344,for_sale,519000,3,2,1,796146,Springtown,Texas,76082,2530,2021-10-25
101049,for_sale,49900,,,0.65,1143112,Cleburne,Texas,76031,,
45016,for_sale,489900,3,3,1,1167676,Weatherford,Texas,76085,2245,
71247,for_sale,487000,4,3,0.13,1828624,Fort Worth,Texas,76126,2627,2020-07-16
71247,for_sale,540000,5,3,0.16,1654687,Arlington,Texas,76001,3014,2020-08-14
99944,for_sale,949000,3,3,2.34,605450,Springtown,Texas,76082,2916,2020-02-10
71247,for_sale,465000,4,3,0.12,1056304,Fort Worth,Texas,76244,2465,2017-11-06
27982,for_sale,1495000,4,6,0.75,444011,Colleyville,Texas,76034,5382,2006-06-29
71247,for_sale,445000,4,2,0.13,148337,Fort Worth,Texas,76177,2161,2019-01-28
71247,for_sale,442000,4,3,0.17,440838,Burleson,Texas,76028,2672,2017-03-01
108070,for_sale,975000,4,5,1,260138,Aledo,Texas,76008,4024,2018-05-16
71247,for_sale,374000,3,2,0.13,965126,Fort Worth,Texas,76123,1608,
71247,for_sale,533000,4,3,0.18,1571822,Aledo,Texas,76008,2639,2021-03-17
45016,for_sale,481000,3,2,0.1,749678,Northlake,Texas,76247,1696,
82134,for_sale,189950,3,2,0.14,1642444,Fort Worth,Texas,76116,1116,
16173,for_sale,480000,4,4,2.03,715988,Bridgeport,Texas,76426,3822,2010-05-26
52823,for_sale,255000,3,2,0.37,979199,Fort Worth,Texas,76134,2541,2004-08-06
91260,for_sale,264900,4,3,0.65,285886,Gainesville,Texas,76240,2909,2018-08-06
48835,for_sale,149000,4,2,0.2,799039,Fort Worth,Texas,76105,1220,2017-10-30
53465,for_sale,200000,4,1,0.35,1675068,White Settlement,Texas,76108,1222,2006-09-19
98447,for_sale,260000,17,7,0.62,371459,Nocona,Texas,76255,8096,
69963,for_sale,35000,,,0.11,1685262,Gainesville,Texas,76240,,
3876,for_sale,199000,3,2,0.14,234525,Fort Worth,Texas,76104,1141,2020-02-26
89997,for_sale,334900,3,2,0.16,1662747,Fort Worth,Texas,76123,2085,2011-10-03
53016,for_sale,550000,3,2,1,344458,Haslet,Texas,76052,1966,
97874,for_sale,395900,3,3,0.17,219717,Saginaw,Texas,76131,2976,1999-08-11
59665,for_sale,285000,3,2,0.19,1401155,Saginaw,Texas,76179,1552,2018-05-25
15901,for_sale,350000,3,3,0.14,27749,Fort Worth,Texas,76131,2649,2017-01-05
57245,for_sale,450000,4,3,0.19,1684205,Fort Worth,Texas,76052,2809,2021-04-29
22036,for_sale,1800000,5,6,8.12,1037342,Arlington,Texas,76017,7170,2013-04-15
53016,for_sale,949000,4,4,0.48,942057,Southlake,Texas,76092,3425,2014-05-20
108628,for_sale,400900,3,2,0.18,1429239,Fort Worth,Texas,76137,1828,2019-09-27
80188,for_sale,190000,3,2,0.16,1400373,Fort Worth,Texas,76112,1270,
32344,for_sale,995000,2,2,,1316333,Fort Worth,Texas,76102,2368,2016-08-08
46424,for_sale,496191,4,3,0.05,1021467,Aledo,Texas,76008,2825,
41897,for_sale,125000,,,1.13,1524802,Godley,Texas,76044,,2021-02-08
33714,for_sale,495000,5,5,0.14,858618,Fort Worth,Texas,76105,2750,
97921,for_sale,425000,2,1,0.4,684724,Fort Worth,Texas,76114,1014,
102476,for_sale,450000,,,2.11,904975,Fort Worth,Texas,76111,,
43598,for_sale,441565,3,3,0.25,679148,Aledo,Texas,76008,1761,
69800,for_sale,310000,4,3,0.21,1490817,Fort Worth,Texas,76133,2121,
97968,for_sale,32000,,,0.27,1756379,Cresson,Texas,76035,,
49544,for_sale,265000,3,2,0.21,964072,Fort Worth,Texas,76111,2037,
53016,for_sale,145000,2,1,0.16,803356,Fort Worth,Texas,76106,760,
71247,for_sale,251000,3,2,0.14,1399635,Fort Worth,Texas,76107,1096,2020-10-05
33745,for_sale,500000,6,6,0.14,714694,Dalworthington Gardens,Texas,76013,3281,2019-09-09
55565,for_sale,307000,3,3,1.13,1431830,Haltom City,Texas,76117,2146,
43811,ready_to_build,375990,3,,,1621481,Fort Worth,Texas,76179,2392,
53016,for_sale,11500000,3,4,14.9,1599421,Southlake,Texas,76092,5025,2000-04-07
21311,for_sale,125000,2,2,0.18,397438,Pelican Bay,Texas,76020,840,2016-06-06
48805,for_sale,179000,3,2,2.52,1765680,Joshua,Texas,76058,1200,2017-02-03
38634,for_sale,189000,4,2,0.5,169436,Fort Worth,Texas,76135,1996,
71247,for_sale,327000,4,2,0.21,1123216,Fort Worth,Texas,76107,1525,2012-03-21
78962,for_sale,349900,2,2,2,663380,Paradise,Texas,76073,1642,
11310,for_sale,255000,3,2,0.21,1265744,Haltom City,Texas,76117,1622,2001-05-07
15807,for_sale,374999,3,2,0.13,1318194,Crowley,Texas,76036,2168,2018-02-01
89698,for_sale,249000,3,2,0.19,1113899,Haltom City,Texas,76111,1052,
45016,for_sale,219990,3,2,0.16,611270,Fort Worth,Texas,76105,1045,
84547,for_sale,589000,4,3,0.46,335667,Fort Worth,Texas,76052,3170,2010-06-29
70677,for_sale,289900,3,2,0.19,1410788,Haltom City,Texas,76117,1292,2021-11-29
48808,for_sale,289900,3,2,0.13,488429,Fort Worth,Texas,76247,1507,2016-09-09
109950,for_sale,480000,5,4,0.17,1639450,Arlington,Texas,76016,3591,2000-11-17
75609,for_sale,430000,3,2,0.1,70339,Granbury,Texas,76049,2294,
11310,for_sale,345000,3,2,0.14,1571588,Fort Worth,Texas,76133,2077,2014-05-20
36708,for_sale,300000,4,3,0.08,1623811,Fort Worth,Texas,76131,2050,2017-01-17
71247,for_sale,386000,4,2,0.33,1572913,Burleson,Texas,76028,2225,2016-05-26
71247,for_sale,315000,4,2,0.14,1491728,Watauga,Texas,76148,1343,2017-04-13
94303,for_sale,310000,3,2,0.14,1198569,Crowley,Texas,76036,1720,
53203,for_sale,465000,3,2,1.14,996278,Reno,Texas,76020,2071,
70999,for_sale,480000,4,3,0.16,170713,Fort Worth,Texas,76244,2904,2013-11-15
20420,for_sale,999900,4,5,0.46,1014646,Denton,Texas,76226,4473,2009-08-14
53016,for_sale,275000,,,12.53,848961,Rhome,Texas,76078,,
45016,for_sale,301653,3,2,0.14,1700138,Godley,Texas,76044,1326,
10699,for_sale,750000,4,3,0.19,1814765,Roanoke,Texas,76262,3327,
25801,for_sale,1650000,5,5,2.46,273314,Bartonville,Texas,76226,4708,2007-06-19
96412,for_sale,759000,4,5,0.19,1488099,Northlake,Texas,76226,3302,
85323,for_sale,475000,3,2,0.22,1003710,Fort Worth,Texas,76116,1827,2020-06-18
45016,for_sale,470000,3,3,0.17,50625,Burleson,Texas,76028,2107,
58460,for_sale,95000,2,1,0.53,567364,Burleson,Texas,76028,1064,
42850,for_sale,125716,3,1,0.16,1360315,Fort Worth,Texas,76119,1056,
21239,for_sale,299900,3,2,1.84,1631967,Joshua,Texas,76058,1792,
53016,for_sale,230000,3,2,0.14,1689098,White Settlement,Texas,76108,1200,2007-01-30
13362,for_sale,245000,3,2,0.31,966976,Hurst,Texas,76053,1135,2019-03-01
53016,for_sale,249900,3,2,0.16,935687,Alvarado,Texas,76009,1192,
33745,for_sale,219000,2,2,1,1806052,Springtown,Texas,76082,948,
99515,for_sale,574900,6,4,0.18,1422682,Fort Worth,Texas,76179,4323,2013-04-09
81852,for_sale,310000,3,3,0.06,1559685,Fort Worth,Texas,76137,1498,2019-10-29
102082,for_sale,250000,3,2,0.28,668169,Azle,Texas,76020,1262,2020-04-01
36297,for_sale,425000,4,2,0.28,89011,Burleson,Texas,76028,2655,2003-06-30
97727,for_sale,259000,4,2,0.34,968645,Fort Worth,Texas,76112,1598,2019-08-06
108070,for_sale,369900,2,2,,824637,Fort Worth,Texas,76107,1263,
33968,for_sale,475000,5,4,0.23,409585,Fort Worth,Texas,76052,3364,2017-04-28
36716,for_sale,439000,3,2,0.88,132274,Aledo,Texas,76008,2107,2019-05-02
52823,for_sale,650000,4,3,1.03,1515594,Godley,Texas,76044,2786,2017-05-05
99765,for_sale,100000,,,0.14,1298662,Fort Worth,Texas,76137,,2004-07-06
52823,for_sale,400000,5,4,0.59,1624522,Fort Worth,Texas,76112,2423,2014-09-22
57245,for_sale,615000,4,4,3,1248587,Fort Worth,Texas,76140,3122,1997-07-01
48786,for_sale,350000,3,2,0.19,1491889,Arlington,Texas,76017,1614,2012-07-26
100054,for_sale,450000,4,3,0.36,122884,Fort Worth,Texas,76179,2444,2015-10-01
66933,for_sale,624990,4,3,2.69,962450,Cleburne,Texas,76031,2815,2022-02-28
36716,for_sale,749900,4,3,0.22,1662037,North Richland Hills,Texas,76182,3730,2017-08-30
58458,for_sale,150000,,,1.02,1604356,Mansfield,Texas,76063,,
23700,for_sale,1150000,5,4,0.46,338297,Southlake,Texas,76092,4626,2014-06-18
53203,for_sale,665000,5,3,0.24,1797430,Fort Worth,Texas,76028,3415,2020-06-04
22036,for_sale,425000,4,3,0.22,1384548,Fort Worth,Texas,76114,2036,
53016,for_sale,840000,5,4,0.2,98549,Keller,Texas,76248,4274,2008-01-15
33714,for_sale,2200000,5,8,0.32,1059377,Fort Worth,Texas,76109,6081,1993-09-14
52823,for_sale,440000,4,2,0.18,392909,Aledo,Texas,76008,2222,2020-02-11
109987,for_sale,495000,4,3,0.13,1167719,Fort Worth,Texas,76028,3050,2020-04-30
31131,for_sale,685000,4,3,0.2,1058976,Northlake,Texas,76226,3458,
76489,for_sale,500000,4,3,1,813477,Reno,Texas,76020,2429,
107598,for_sale,599990,3,3,0.16,425732,Fort Worth,Texas,76262,2672,2016-06-03
23657,for_sale,1500000,5,5,2.36,301610,Bartonville,Texas,76226,5047,2005-05-12
81330,for_sale,79900,2,1,0.14,928867,Valley View,Texas,76272,968,
5817,for_sale,164900,3,1,0.21,1061229,Fort Worth,Texas,76103,1321,2018-08-31
85540,for_sale,249000,3,2,0.23,135640,Alvarado,Texas,76009,1361,2022-01-12
57245,for_sale,245000,3,2,0.12,1125182,Joshua,Texas,76058,1420,2007-11-29
71247,for_sale,275000,2,2,0.16,1454249,Haltom City,Texas,76148,1007,2020-02-21
36949,for_sale,440000,5,3,0.11,499693,Fort Worth,Texas,76110,2992,2014-01-28
73596,for_sale,419900,3,3,0.6,872999,Fort Worth,Texas,76111,2955,
62196,for_sale,509900,4,3,0.17,1811633,Fort Worth,Texas,76177,3049,2014-05-01
94468,for_sale,998000,2,2,0.73,1691563,Roanoke,Texas,76262,2084,
15807,for_sale,429000,4,3,0.19,1090738,Arlington,Texas,76016,3078,2000-04-06
81984,for_sale,549900,4,2,0.6,1200239,Willow Park,Texas,76087,2855,2018-10-09
53016,for_sale,799000,4,3,1.02,305351,Justin,Texas,76247,3223,2016-04-11
38456,for_sale,480000,3,2,1.61,360711,Weatherford,Texas,76085,1986,2017-03-16
52507,for_sale,215000,3,1,0.16,1342100,White Settlement,Texas,76108,1244,2018-04-25
53465,for_sale,385000,4,2,0.52,1457275,Fort Worth,Texas,76135,2178,2010-05-28
23700,for_sale,599900,4,3,0.28,1730690,North Richland Hills,Texas,76182,2480,2018-11-02
27950,for_sale,435000,3,2,0.32,151274,Burleson,Texas,76028,2680,2020-12-31
71247,for_sale,531000,4,3,0.2,1604799,Keller,Texas,76248,2393,2011-06-21
53016,for_sale,700000,5,5,0.26,1817729,Fort Worth,Texas,76244,4318,2019-07-11
70677,for_sale,359900,3,2,0.24,1621574,North Richland Hills,Texas,76182,1749,2015-08-19
4265,for_sale,418500,3,2,0.14,1728584,North Richland Hills,Texas,76180,1782,2009-01-21
10602,for_sale,350000,3,2,0.97,924029,Joshua,Texas,76058,1868,2020-03-26
22611,for_sale,475000,3,2,0.21,852610,Hurst,Texas,76054,2751,2001-07-23
71247,for_sale,412000,3,2,0.13,752721,Fort Worth,Texas,76131,1935,2017-01-20
15901,for_sale,495000,3,2,0.11,1743265,North Richland Hills,Texas,76180,1842,
22036,for_sale,520000,3,2,0.16,318569,Aledo,Texas,76008,2208,2019-11-19
11350,for_sale,554990,4,3,0.14,379014,Aledo,Texas,76008,3042,2020-04-03
70677,for_sale,333900,4,2,0.14,1504395,Fort Worth,Texas,76179,1696,2019-02-07
58116,for_sale,735000,4,4,0.15,875110,Trophy Club,Texas,76262,3203,2012-06-04
33968,for_sale,495000,3,3,2.03,118591,Paradise,Texas,76073,1966,2021-08-17
55565,for_sale,209000,3,2,0.2,132682,Alvarado,Texas,76009,1599,2018-05-18
69663,for_sale,244700,4,3,1.03,1600637,Alvarado,Texas,76009,1848,2003-12-24
53203,for_sale,350000,4,4,0.14,1689548,Fort Worth,Texas,76137,2940,2000-12-07
79368,for_sale,415000,4,3,0.14,779473,Fort Worth,Texas,76177,2657,2018-02-27
100955,for_sale,279900,2,2,0.1,206623,Denton,Texas,76201,1446,2004-10-19
108070,for_sale,449900,6,4,0.17,70044,Fort Worth,Texas,76108,3742,2020-06-15
15901,for_sale,259999,3,3,0.16,1583487,Springtown,Texas,76082,1535,
20943,for_sale,320000,4,3,0.14,1796026,Fort Worth,Texas,76131,1902,2020-09-02
86907,for_sale,369000,5,3,0.26,1680924,Arlington,Texas,76012,3136,2005-05-03
71247,for_sale,410000,4,3,0.1,1346870,Haltom City,Texas,76117,2340,2009-02-26
85211,for_sale,1200000,2,2,15,715702,Decatur,Texas,76234,1964,2005-05-04
43038,for_sale,276900,3,2,0.21,1013723,Fort Worth,Texas,76133,1607,2012-09-04
1939,for_sale,227773,3,2,0.31,1209806,Azle,Texas,76020,1373,2016-10-18
48835,for_sale,339900,3,2,0.22,1232155,Arlington,Texas,76016,1980,
13676,for_sale,515000,3,2,0.21,401158,Fort Worth,Texas,76262,2450,2019-04-05
60010,for_sale,557205,4,4,,1164962,Fort Worth,Texas,76131,2869,
44642,for_sale,285000,3,2,0.12,128391,Azle,Texas,76020,1492,2019-07-01
44642,for_sale,330000,3,3,0.13,183811,Fort Worth,Texas,76244,1617,2018-02-14
108475,for_sale,390000,3,3,0.11,852504,Fort Worth,Texas,76111,2482,2021-06-02
32507,for_sale,279900,3,2,0.16,1371673,Arlington,Texas,76017,1375,
73596,for_sale,329900,3,2,0.17,925785,Crowley,Texas,76036,1751,2018-05-23
62122,for_sale,74000,,,0.56,581296,Reno,Texas,76020,,
37332,for_sale,947087,4,3,,962522,Argyle,Texas,76226,3001,
15807,for_sale,925000,3,3,0.42,1734784,Benbrook,Texas,76126,3023,2018-03-15
71540,ready_to_build,0,4,,,1842370,Haslet,Texas,76052,4230,
71540,ready_to_build,0,4,,,1842370,Haslet,Texas,76052,2819,
71540,ready_to_build,0,4,,,1842370,Haslet,Texas,76052,2663,
71540,ready_to_build,0,4,,,1842370,Haslet,Texas,76052,3045,
71540,ready_to_build,0,3,,,1842370,Haslet,Texas,76052,2979,
71540,ready_to_build,0,3,,,1842370,Haslet,Texas,76052,2798,
71540,ready_to_build,0,4,,,1972686,Reno,Texas,76020,3036,
71540,ready_to_build,0,4,,,1972686,Reno,Texas,76020,2667,
71540,ready_to_build,0,4,,,1972686,Reno,Texas,76020,2800,
71540,ready_to_build,0,4,,,1972686,Reno,Texas,76020,3261,
71540,ready_to_build,0,4,,,1972686,Reno,Texas,76020,2472,
71540,ready_to_build,0,3,,,1972686,Reno,Texas,76020,2809,
71540,ready_to_build,0,3,,,1972686,Reno,Texas,76020,3039,
71540,ready_to_build,0,4,,,1972686,Reno,Texas,76020,2409,
10601,for_sale,435000,3,3,0.18,803535,Fort Worth,Texas,76177,2535,
31144,for_sale,315000,3,2,0.14,1399628,Fort Worth,Texas,76244,1839,2017-09-12
53016,for_sale,375000,3,2,0.23,1818141,Fort Worth,Texas,76244,2371,2004-10-14
8617,for_sale,370000,3,2,0.3,648710,Hurst,Texas,76053,2005,2017-09-13
31144,for_sale,400000,3,3,0.13,1742255,Fort Worth,Texas,76131,2237,2014-10-24
71247,for_sale,405000,3,2,0.17,1422015,Haltom City,Texas,76137,2202,2008-07-18
10699,for_sale,560000,3,3,0.44,1726709,Fort Worth,Texas,76179,2899,2018-08-08
48805,for_sale,675000,3,3,2.78,1573815,Granbury,Texas,76049,2838,
71247,for_sale,406000,3,2,1.11,181505,Joshua,Texas,76058,1645,
97749,for_sale,199000,3,1,0.18,1691131,White Settlement,Texas,76108,1352,1993-02-22
31144,for_sale,685000,4,4,0.28,219561,Bedford,Texas,76021,3869,2012-03-27
91817,for_sale,62000,,,0.21,668851,Boyd,Texas,76023,,2016-12-22
91817,for_sale,62000,,,0.21,673655,Boyd,Texas,76023,,2018-02-07
61144,for_sale,335000,3,2,0.24,1490734,North Richland Hills,Texas,76180,1810,2015-09-17
26200,for_sale,1375000,4,4,0.29,827349,Fort Worth,Texas,76109,3845,2005-05-02
46424,for_sale,424724,3,2,0.05,383178,Aledo,Texas,76008,2074,
55565,for_sale,234000,3,1,0.17,353904,Fort Worth,Texas,76115,1786,2017-03-22
43811,ready_to_build,323990,3,,,1861861,Godley,Texas,76044,1888,
26730,for_sale,330000,3,2,0.25,1479095,Muenster,Texas,76252,1532,
106625,for_sale,475000,3,3,2.72,1699585,Grandview,Texas,76050,1612,2014-04-30
71540,ready_to_build,0,4,,,1972686,Reno,Texas,76020,3258,
71540,ready_to_build,0,3,,,1972686,Reno,Texas,76020,2846,
31135,for_sale,283000,3,2,0.23,1309449,Mansfield,Texas,76063,1741,2018-11-01
43811,ready_to_build,331990,3,,,1861861,Godley,Texas,76044,1955,
43811,ready_to_build,369990,3,,,1861861,Godley,Texas,76044,2430,
43811,ready_to_build,378990,3,,,1861861,Godley,Texas,76044,2415,
15901,for_sale,480000,4,2,1.03,772134,Decatur,Texas,76234,2353,2021-01-15
43811,ready_to_build,343990,3,,,1861861,Godley,Texas,76044,2217,
73122,for_sale,469000,2,3,0.74,1694173,Fort Worth,Texas,76135,1932,
65503,for_sale,285000,5,3,0.13,835318,Fort Worth,Texas,76108,2155,2017-10-03
53465,for_sale,925000,4,4,0.33,1164151,Southlake,Texas,76092,3476,2007-09-19
109950,for_sale,519000,5,4,0.28,1129613,Arlington,Texas,76016,3639,2013-08-15
79625,for_sale,610000,3,2,4.74,951117,Krum,Texas,76249,2085,2016-12-22
81330,for_sale,375000,3,2,0.3,116650,Lindsay,Texas,76250,1896,
67972,for_sale,359500,3,3,0.33,606618,Justin,Texas,76247,2350,2014-05-06
22611,for_sale,1350000,4,5,1,1790596,Southlake,Texas,76092,4691,2002-08-02
33745,for_sale,330000,4,3,0.14,1203782,Fort Worth,Texas,76140,2628,2006-03-23
86371,for_sale,581000,3,2,0.17,810480,Trophy Club,Texas,76262,2288,2019-06-27
33968,for_sale,550000,4,3,0.46,713702,Cleburne,Texas,76033,3106,2016-11-08
53016,for_sale,290000,1,1,,1316329,Fort Worth,Texas,76102,785,
15901,for_sale,485000,5,4,0.13,770581,Fort Worth,Texas,76177,2830,
4265,for_sale,3195000,6,8,0.92,529377,Westlake,Texas,76262,8072,2018-05-31
63715,for_sale,456386,3,3,,1414047,Fort Worth,Texas,76126,2128,
